001313965068588655;0013;1396;5068588655;5;T3226;5412631998567212
001313965074269379;0013;1396;5074269379;1;XZ1120;5944734519816641
001314105057714300;0013;1410;5057714300;1;XZ1189;4979465393322538
001314105078337194;0013;1410;5078337194;3;XZ1267;4906033155296712
001314125019335852;0013;1412;5019335852;3;XZ1230;4480185198451526
001314125070898046;0013;1412;5070898046;1;XZ1294;4220982495871434
001314365016984858;0013;1436;5016984858;3;XZ1119;4390214364837773
001314365036873356;0013;1436;5036873356;4;T3299;5451592896935738
001315055068936567;0013;1505;5068936567;5;T3104;4981233466615331
001315055078790694;0013;1505;5078790694;1;XZ1132;4571321226843442
001315095028994106;0013;1509;5028994106;4;T3203;4653535412136519
001315095034389060;0013;1509;5034389060;1;XZ1111;5994459323496692
001315105042895578;0013;1510;5042895578;1;XZ1119;5648346143533496
001315105084335807;0013;1510;5084335807;4;T3272;5604151449865359
001315265060306860;0013;1526;5060306860;5;T397;5699856595669794
001315265074654259;0013;1526;5074654259;4;T3282;4876627948684191
001315445014901240;0013;1544;5014901240;4;T331;5756579537819562
001315445034329986;0013;1544;5034329986;1;XZ1148;5345077274367269
001315485027550071;0013;1548;5027550071;4;T3267;4871348736636886
001315565043708627;0013;1556;5043708627;2;XZ110;5582422193886831
001315565072384903;0013;1556;5072384903;6;T381;5105509576966732
001315615014404193;0013;1561;5014404193;1;XZ1210;5343149957494671
001315615024618314;0013;1561;5024618314;2;XZ1209;5272274131428582
001315655024000262;0013;1565;5024000262;3;XZ1169;50937010679665329
001315655042927844;0013;1565;5042927844;4;T3127;5483552292721377
001315655071094217;0013;1565;5071094217;6;T3131;5329373733643259
001315705025687270;0013;1570;5025687270;3;XZ1185;5915028422888974
001315705060026798;0013;1570;5060026798;5;T3230;5627824832335773
001315815051576367;0013;1581;5051576367;5;T3186;5243308997664164
001315815098828931;0013;1581;5098828931;4;T3228;52429010851894429
001315925046703609;0013;1592;5046703609;4;T3151;4700147752733683
001315925048828498;0013;1592;5048828498;6;T3148;46235610476624673
001315935027697362;0013;1593;5027697362;3;XZ1252;5253334855987788
001315935069228419;0013;1593;5069228419;4;T346;5143848957711527
001316035045950750;0013;1603;5045950750;3;XZ1189;5993072292961889
001316035051650574;0013;1603;5051650574;6;T3170;5700735614488529
001316055057915127;0013;1605;5057915127;6;T364;4442179488299351
001316055083318307;0013;1605;5083318307;2;XZ160;4823708611627197
001316105012554070;0013;1610;5012554070;1;XZ1244;55329010614546952
001316105049747665;0013;1610;5049747665;5;T3142;4261968575542152
001316105094613033;0013;1610;5094613033;1;XZ1194;5503509249251112
001316135037638139;0013;1613;5037638139;2;XZ1123;5850208281266264
001316135088885474;0013;1613;5088885474;6;T379;5675449947555793
001316145046413585;0013;1614;5046413585;5;T3188;5634148726223188
001316145090944729;0013;1614;5090944729;5;T3295;5383255837917598
001316255025462350;0013;1625;5025462350;5;T352;4738752491939682
001316255045109896;0013;1625;5045109896;2;XZ123;5172801336589783
001316285045259297;0013;1628;5045259297;1;XZ1118;5443238184543957
001316285047763962;0013;1628;5047763962;4;T3156;4539359688625161
001316345072290949;0013;1634;5072290949;1;XZ1191;5260767769495877
001316345075683127;0013;1634;5075683127;2;XZ128;4587568747261975
001316635065973714;0013;1663;5065973714;6;T324;4196186656793473
001316635069990837;0013;1663;5069990837;3;XZ1207;5197237594885399
001316805054161664;0013;1680;5054161664;5;T3231;5741877338885669
001316805067154348;0013;1680;5067154348;2;XZ189;5933055687129534
001317145079589971;0013;1714;5079589971;6;T3121;5058538557229925
001317165041999085;0013;1716;5041999085;3;XZ1184;4796907878858298
001317165043318117;0013;1716;5043318117;1;XZ153;5447468586757519
001317165069125635;0013;1716;5069125635;6;T3139;5729018818257498
001317215052637120;0013;1721;5052637120;1;XZ1271;4170319191951651
001317215065914375;0013;1721;5065914375;4;T383;4823149468175798
001317645031144984;0013;1764;5031144984;5;T3274;4276196437512369
001317645091913000;0013;1764;5091913000;2;XZ1238;5289447612817334
001317665080138446;0013;1766;5080138446;4;T3206;4618356332221784
001317665092391470;0013;1766;5092391470;5;T320;4888857596199915
001317935027536096;0013;1793;5027536096;6;T3217;4507336133121781
001317935053733473;0013;1793;5053733473;6;T3163;5455956176175716
001317935073271694;0013;1793;5073271694;3;XZ135;5703191884898811
001318085030152491;0013;1808;5030152491;2;XZ182;5883795632642546
001318085096777862;0013;1808;5096777862;5;T3281;4478305825953593
001318095032164033;0013;1809;5032164033;2;XZ1184;4626799516721125
001318095093231156;0013;1809;5093231156;2;XZ1101;4327434793343884
001318215029048239;0013;1821;5029048239;4;T3105;52768010968333873
001318215061720714;0013;1821;5061720714;2;XZ1110;5129079347249335
001318275037896789;0013;1827;5037896789;1;XZ157;4434979194837386
001318275069150614;0013;1827;5069150614;2;XZ1210;4950782997117624
001318445073430371;0013;1844;5073430371;5;T3266;4581544723891339
001318445098616118;0013;1844;5098616118;2;XZ1295;4769583344261285
001318705038408187;0013;1870;5038408187;5;T3208;5971887972163452
001318705062241486;0013;1870;5062241486;6;T338;4988003311975935
001318755039404521;0013;1875;5039404521;5;T3247;5202218711592741
001318755064063850;0013;1875;5064063850;6;T3290;4968042897448748
001319095053585596;0013;1909;5053585596;5;T3273;5148741667372115
001319095069421209;0013;1909;5069421209;1;XZ1159;5991775653692521
001319615061298640;0013;1961;5061298640;3;XZ122;4710899267559164
001319615076690394;0013;1961;5076690394;1;XZ1274;5672998525527254
001319695011684382;0013;1969;5011684382;3;XZ1119;5631466554635299
001319695089968415;0013;1969;5089968415;5;T3129;5565746835329343
001319845078564185;0013;1984;5078564185;2;XZ1123;48180910129945947
001319845080531772;0013;1984;5080531772;4;T3269;4466585933661587
001319845083258819;0013;1984;5083258819;3;XZ1165;5479624715789478
001319845086422287;0013;1984;5086422287;2;XZ1252;4769013311542391
001319895076750631;0013;1989;5076750631;3;XZ1143;5400131669855196
001319895081609571;0013;1989;5081609571;2;XZ197;4298291994847431
001319915061800151;0013;1991;5061800151;1;XZ180;5326188121134993
001319915087480366;0013;1991;5087480366;2;XZ1223;5855721772623234
001319975036560446;0013;1997;5036560446;1;XZ1167;5216706443945525
001319975059051486;0013;1997;5059051486;3;XZ1121;47833910682533216
001320025062437718;0013;2002;5062437718;6;T3253;4652668481373176
001320025062947081;0013;2002;5062947081;5;T3185;5410614158969226
001320175024621720;0013;2017;5024621720;3;XZ1160;4449553499586951
001320175051281566;0013;2017;5051281566;3;XZ174;5671355595478529
001320255037366962;0013;2025;5037366962;6;T3189;5034633299636167
001320255065265523;0013;2025;5065265523;3;XZ1110;49576510463933683
001320515022196829;0013;2051;5022196829;4;T3267;4538698455476547
001320515037446280;0013;2051;5037446280;2;XZ1161;4282663999529728
001320565041146655;0013;2056;5041146655;5;T330;5043464633588758
001320565064232198;0013;2056;5064232198;4;T3108;4568133599383993
001320935051704302;0013;2093;5051704302;1;XZ1292;4156332898136795
001320935071247424;0013;2093;5071247424;6;T346;4530426833757627
001321035020347011;0013;2103;5020347011;1;XZ1248;5084446348119952
001321035023508267;0013;2103;5023508267;1;XZ119;48123710948144828
001321145069160222;0013;2114;5069160222;5;T3222;4615619757936343
001321145073243664;0013;2114;5073243664;3;XZ1199;5875746788183973
001321155068304306;0013;2115;5068304306;5;T331;5560581663335934
001321155072005651;0013;2115;5072005651;2;XZ1299;4662262395389927
001321315028390078;0013;2131;5028390078;1;XZ181;5488294972711891
001321315054412086;0013;2131;5054412086;3;XZ1297;5375597925749933
001321335047114576;0013;2133;5047114576;5;T3291;4343818419647962
001321335064498523;0013;2133;5064498523;1;XZ1182;45903910865852994
001321475023273945;0013;2147;5023273945;2;XZ139;5489668963639782
001321475070023521;0013;2147;5070023521;6;T3243;5995424668155225
001321585059362855;0013;2158;5059362855;1;XZ1127;43569210281249673
001321585086456870;0013;2158;5086456870;4;T3117;5617302199377173
001321875030817054;0013;2187;5030817054;1;XZ1163;4663746293432953
001321875057459883;0013;2187;5057459883;1;XZ1230;4953155641257537
001322055040329073;0013;2205;5040329073;1;XZ14;5510136782219735
001322055045511501;0013;2205;5045511501;6;T367;4650737533719789
001322305036555804;0013;2230;5036555804;3;XZ1194;5543929616425972
001322305055004554;0013;2230;5055004554;5;T366;5765918323552794
001322465035558429;0013;2246;5035558429;4;T3257;5621526523961489
001322465095400400;0013;2246;5095400400;4;T3110;4953583755577328
001322505033690438;0013;2250;5033690438;3;XZ1289;5627881114949789
001322505053921652;0013;2250;5053921652;2;XZ128;51682110821441991
001322665024797459;0013;2266;5024797459;3;XZ110;5607441118942482
001322665061915535;0013;2266;5061915535;2;XZ1172;5731563144526569
001322725036830673;0013;2272;5036830673;6;T3258;4820446239277251
001322725059441569;0013;2272;5059441569;4;T34;4465509834377562
001322895046239751;0013;2289;5046239751;4;T3193;5693361556554511
001322895075769742;0013;2289;5075769742;4;T381;4565146525855688
001323115084727582;0013;2311;5084727582;6;T362;4503025168819598
001323115088592281;0013;2311;5088592281;3;XZ1202;4726435192359598
001323135015342584;0013;2313;5015342584;4;T340;4673157855843853
001323135053243523;0013;2313;5053243523;1;XZ1198;5538893822699694
001323155043632628;0013;2315;5043632628;4;T336;4834166759569796
001323155070233097;0013;2315;5070233097;6;T3176;55742710152817537
001323155071554838;0013;2315;5071554838;3;XZ110;5311901118632848
001323155094806852;0013;2315;5094806852;3;XZ1189;4788485531591535
001323165038319352;0013;2316;5038319352;1;XZ1283;4850945949471511
001323165045985610;0013;2316;5045985610;3;XZ115;5488714939732393
001323365065351163;0013;2336;5065351163;2;XZ1257;4884691449435994
001323365070960537;0013;2336;5070960537;1;XZ12;5671365849913554
001323365074758237;0013;2336;5074758237;6;T313;5638353955649681
001323365093662262;0013;2336;5093662262;2;XZ1136;4635236151917568
001323465029674800;0013;2346;5029674800;3;XZ1154;5245512394996284
001323465093276068;0013;2346;5093276068;5;T3103;4397661222825792
001323625013793148;0013;2362;5013793148;3;XZ1180;5300346793617216
001323625022017557;0013;2362;5022017557;1;XZ1240;5245212597934162
001323745027005323;0013;2374;5027005323;3;XZ1105;5607502492397871
001323745038419752;0013;2374;5038419752;5;T385;4710624112582898
001323835030011293;0013;2383;5030011293;3;XZ1169;5801982191716159
001323835034409591;0013;2383;5034409591;3;XZ1268;4978833566985266
001323855029508197;0013;2385;5029508197;5;T3243;47119410183311919
001323855032361589;0013;2385;5032361589;2;XZ11;41406410799789888
001323935025087200;0013;2393;5025087200;4;T3209;5446458646886323
001323935037467990;0013;2393;5037467990;6;T389;4545905163138519
001323955018795314;0013;2395;5018795314;6;T320;5988838152993682
001323955027080982;0013;2395;5027080982;1;XZ134;4140349152735975
001324035034029655;0013;2403;5034029655;1;XZ1275;5289425724635549
001324035038980551;0013;2403;5038980551;3;XZ199;4956868994963552
001324035085425535;0013;2403;5085425535;1;XZ1152;5473337625453788
001324035091244678;0013;2403;5091244678;1;XZ1175;51555810544657573
001324135075900933;0013;2413;5075900933;5;T3299;57058310431322369
001324135077149339;0013;2413;5077149339;1;XZ142;5855569739151228
001324145051797084;0013;2414;5051797084;4;T365;5793037574889773
001324145083927045;0013;2414;5083927045;4;T3183;4678294187578497
001324185047059422;0013;2418;5047059422;2;XZ1265;4662926385487624
001324185048020730;0013;2418;5048020730;2;XZ1183;5364739471784985
001324245015543776;0013;2424;5015543776;2;XZ171;4517987856127229
001324245023247654;0013;2424;5023247654;5;T393;4609851552714732
001324305025160278;0013;2430;5025160278;1;XZ1203;5761654769196639
001324305031784981;0013;2430;5031784981;5;T3130;5214077686219729
001324435054184196;0013;2443;5054184196;2;XZ198;5593642298826851
001324505054214069;0013;2450;5054214069;3;XZ1111;5806282598723631
001324505089825896;0013;2450;5089825896;2;XZ1210;5903118115882627
001324565086172556;0013;2456;5086172556;4;T3130;5992222195319693
001324565087806999;0013;2456;5087806999;6;T3190;5170057266793921
001324645047732412;0013;2464;5047732412;5;T3267;5236348815167249
001324645066693982;0013;2464;5066693982;1;XZ186;4855526696666313
001324785020297199;0013;2478;5020297199;2;XZ1275;5345118488739585
001324785025399458;0013;2478;5025399458;4;T3208;4770557648721285
001324885045364206;0013;2488;5045364206;3;XZ168;50244510195473276
001324885088128804;0013;2488;5088128804;5;T3236;5330063155416638
001325015023717362;0013;2501;5023717362;6;T394;4344224152835183
001325015028297159;0013;2501;5028297159;2;XZ1195;5702131553388136
001325135068516598;0013;2513;5068516598;3;XZ1204;5267431332351895
001325135084857225;0013;2513;5084857225;5;T3165;5722175691475574
001325205032193967;0013;2520;5032193967;4;T3261;4569365213289593
001325205063510984;0013;2520;5063510984;1;XZ1162;5982718123117825
001325315096200012;0013;2531;5096200012;6;T3104;5866422592532481
001325315097842695;0013;2531;5097842695;1;XZ1194;4897214797764976
001325335030611663;0013;2533;5030611663;5;T350;5097894746258825
001325335053791979;0013;2533;5053791979;3;XZ1180;4737226265291651
001325435071591855;0013;2543;5071591855;1;XZ1146;5968107882427267
001325435087485747;0013;2543;5087485747;1;XZ1102;4959268334274164
001325485073018585;0013;2548;5073018585;6;T3149;5248113466762467
001325485083501194;0013;2548;5083501194;1;XZ124;43448410664776385
001325505016339359;0013;2550;5016339359;3;XZ1216;4995716112975835
001325505027804212;0013;2550;5027804212;2;XZ1167;5358102697865134
001325515082235687;0013;2551;5082235687;6;T3174;4650734226137753
001325515082482868;0013;2551;5082482868;6;T370;5015829462439927
001325535031352116;0013;2553;5031352116;1;XZ1267;4324746664323828
001325535085124685;0013;2553;5085124685;6;T3220;4658022493586383
001325595077465874;0013;2559;5077465874;6;T3125;5791075893914591
001325595092632109;0013;2559;5092632109;3;XZ121;4654323444417476
001325645018080970;0013;2564;5018080970;4;T335;5471673311163635
001325645083853638;0013;2564;5083853638;6;T3161;4581792292735539
001325655037040900;0013;2565;5037040900;6;T3193;4208708659162684
001325655074021091;0013;2565;5074021091;6;T3189;4550119796656943
001325665031093614;0013;2566;5031093614;5;T3111;5837808635948586
001325665069203467;0013;2566;5069203467;4;T399;5237125491979525
001325805063691316;0013;2580;5063691316;1;XZ1140;5426051996258224
001325805094411940;0013;2580;5094411940;3;XZ1130;5586289342179974
001325815050653643;0013;2581;5050653643;1;XZ147;4286848984159615
001325815068136451;0013;2581;5068136451;1;XZ1131;4505091337522117
001325905056644359;0013;2590;5056644359;5;T3197;4234867629656471
001325905093732051;0013;2590;5093732051;1;XZ1188;4868105693285572
001326005017786772;0013;2600;5017786772;1;XZ1222;4202997712393672
001326005025070894;0013;2600;5025070894;2;XZ124;5238644265317531
001326075035046013;0013;2607;5035046013;4;T3163;46384710364365811
001326075039811856;0013;2607;5039811856;2;XZ134;5075132692386591
001326085052008506;0013;2608;5052008506;3;XZ1279;5646883155619668
001326085071957604;0013;2608;5071957604;3;XZ135;4965448457177738
001326125070595471;0013;2612;5070595471;4;T3221;4654229221141484
001326125070928468;0013;2612;5070928468;1;XZ1104;41323610655788138
001326125089740610;0013;2612;5089740610;6;T381;4717824615981158
001326195031316253;0013;2619;5031316253;5;T336;59159510488786574
001326195079311986;0013;2619;5079311986;5;T344;4339355954174579
001326305084205925;0013;2630;5084205925;1;XZ113;4782847613138246
001326305085368101;0013;2630;5085368101;1;XZ1278;5940628512633878
001326355045334787;0013;2635;5045334787;6;T3179;5785763455684261
001326355065272979;0013;2635;5065272979;1;XZ1185;4930606396762742
001326365035999140;0013;2636;5035999140;3;XZ1227;47295610546115732
001326365041105503;0013;2636;5041105503;2;XZ1269;4514084998766886
001326365051174409;0013;2636;5051174409;1;XZ134;4369014364797229
001326365051358979;0013;2636;5051358979;2;XZ139;4406376367255224
001326415022836129;0013;2641;5022836129;6;T3200;4705162692275517
001326415076125622;0013;2641;5076125622;4;T3272;4537658549824939
001326435038749378;0013;2643;5038749378;4;T3214;5839894516639353
001326435069518937;0013;2643;5069518937;5;T3285;5021937141562377
001326445048080790;0013;2644;5048080790;2;XZ1218;5012261556886284
001326445053970163;0013;2644;5053970163;2;XZ1169;4124754453829552
001326505023072276;0013;2650;5023072276;6;T33;57035110274667686
001326505077271698;0013;2650;5077271698;3;XZ186;44078610139166186
001326535036022229;0013;2653;5036022229;5;T3254;4694882192396294
001326535074616083;0013;2653;5074616083;4;T3210;4113304966941694
001326605054268197;0013;2660;5054268197;3;XZ1111;5797088147751951
001326605097824245;0013;2660;5097824245;6;T347;5551523722625484
001326615027400793;0013;2661;5027400793;1;XZ195;5111967952826617
001326615086709878;0013;2661;5086709878;2;XZ162;51288410929544468
001326635047386989;0013;2663;5047386989;1;XZ194;47399210852325479
001326635081996269;0013;2663;5081996269;2;XZ1291;59372910151938919
001326785024166778;0013;2678;5024166778;6;T3118;4656448757238416
001326785079879742;0013;2678;5079879742;3;XZ1148;59362810268376294
001326805059924745;0013;2680;5059924745;3;XZ176;4177859728742943
001326805080785666;0013;2680;5080785666;4;T340;4312085512169598
001326895014989543;0013;2689;5014989543;1;XZ1195;5430331663355512
001326895033352284;0013;2689;5033352284;4;T387;5429897623982499
001326895044278877;0013;2689;5044278877;5;T336;4993682899356565
001326895072692622;0013;2689;5072692622;5;T3264;5560911884931754
001326915018632873;0013;2691;5018632873;2;XZ1117;5808595749781521
001326915065871984;0013;2691;5065871984;6;T3244;5188026798117592
001326925049884098;0013;2692;5049884098;6;T3196;4517728982394478
001326965026877369;0013;2696;5026877369;2;XZ1157;4191197928386565
001326965063319172;0013;2696;5063319172;5;T3126;4822598681783524
001326985023655708;0013;2698;5023655708;3;XZ116;5429815488992572
001326985057990784;0013;2698;5057990784;2;XZ177;5025709471414716
001326985068533241;0013;2698;5068533241;1;XZ1205;5630436539638212
001326995065129273;0013;2699;5065129273;5;T3106;4654044514613211
001326995081823310;0013;2699;5081823310;5;T388;5366898117595331
001327165072103258;0013;2716;5072103258;1;XZ1252;5753998981423327
001327165089700000;0013;2716;5089700000;5;T3164;42113410312642362
001327335034534026;0013;2733;5034534026;6;T3231;5832537177934517
001327335071254323;0013;2733;5071254323;6;T3292;4223356111648793
001327345024499429;0013;2734;5024499429;2;XZ173;4796823777927183
001327345051465160;0013;2734;5051465160;6;T3143;5815033688642738
001327395052581361;0013;2739;5052581361;3;XZ145;4408734993944764
001327395065760388;0013;2739;5065760388;1;XZ1162;5659816326177145
001327395078575946;0013;2739;5078575946;3;XZ1299;5027629882674356
001327605060295189;0013;2760;5060295189;4;T3100;46554810165468485
001327605089868402;0013;2760;5089868402;1;XZ1238;4426988433365552
001327655039070674;0013;2765;5039070674;1;XZ1153;5218313744513467
001327655046357465;0013;2765;5046357465;6;T3104;5850658219167437
001327685045908584;0013;2768;5045908584;1;XZ1120;4631103199478127
001327685055915911;0013;2768;5055915911;3;XZ1135;47293910154794123
001327725087079056;0013;2772;5087079056;2;XZ181;53650510913653228
001327725091725944;0013;2772;5091725944;5;T3259;5158789189875594
001327795056671361;0013;2779;5056671361;2;XZ1153;43430710312949839
001327805054479768;0013;2780;5054479768;1;XZ1127;5411519213978448
001327805074078285;0013;2780;5074078285;4;T322;5134255657823515
001327825052050775;0013;2782;5052050775;6;T3260;5760444266975457
001327825087092785;0013;2782;5087092785;3;XZ192;4446164316418191
001327855023646727;0013;2785;5023646727;2;XZ193;4654219774555748
001327855050544944;0013;2785;5050544944;2;XZ1254;5411893933814841
001327855059516528;0013;2785;5059516528;1;XZ1170;5059002494795464
001327865076696626;0013;2786;5076696626;3;XZ1284;4927057891922789
001327865099764694;0013;2786;5099764694;5;T3172;4166636928658877
001327965045165227;0013;2796;5045165227;5;T3162;4647552896759569
001327965056081941;0013;2796;5056081941;6;T3102;5140647745611389
001327965069107309;0013;2796;5069107309;6;T3183;5884219399358746
001327965075549203;0013;2796;5075549203;6;T3181;53142810261679299
001328095011261972;0013;2809;5011261972;6;T3159;4500538729871268
001328095039543663;0013;2809;5039543663;1;XZ1207;49837310417862167
001328135025774601;0013;2813;5025774601;3;XZ1110;5012898298263357
001328135077996894;0013;2813;5077996894;4;T3120;5146195364164524
001328175033993416;0013;2817;5033993416;5;T3142;5748098752965966
001328175059173743;0013;2817;5059173743;6;T3293;5778298383671971
001328235013205505;0013;2823;5013205505;3;XZ137;4399962199639527
001328235045138860;0013;2823;5045138860;4;T3121;4701626586171913
001328295021844664;0013;2829;5021844664;3;XZ1171;5760116729972942
001328295085409242;0013;2829;5085409242;3;XZ1231;4787457875632971
001328305013414039;0013;2830;5013414039;1;XZ1279;4767159646332849
001328305060543428;0013;2830;5060543428;5;T3220;5181559814797961
001328405057288755;0013;2840;5057288755;1;XZ1207;5014366544451418
001328455014448618;0013;2845;5014448618;4;T3229;4655847788286951
001328455082543174;0013;2845;5082543174;3;XZ1105;5765086777974691
001328485077328595;0013;2848;5077328595;1;XZ1125;4942197254558247
001328485085857920;0013;2848;5085857920;4;T3233;5277501994737656
001328535054045124;0013;2853;5054045124;3;XZ1249;5551039338641759
001328535075949213;0013;2853;5075949213;3;XZ1249;4580463122235522
001328695045878050;0013;2869;5045878050;4;T3266;5980868848794554
001328695076513054;0013;2869;5076513054;5;T358;5436143488926473
001328755021247488;0013;2875;5021247488;4;T3300;5545317829613181
001328755028983004;0013;2875;5028983004;3;XZ1298;4125038592392182
001328805013822459;0013;2880;5013822459;2;XZ188;4170369341971961
001328805096710079;0013;2880;5096710079;6;T3146;4886148631142975
001328825021308409;0013;2882;5021308409;1;XZ1149;4767249645471295
001328825048826200;0013;2882;5048826200;2;XZ1219;5448956618478797
001328855014303251;0013;2885;5014303251;1;XZ1232;4473441111566692
001328855029928998;0013;2885;5029928998;1;XZ1158;4986906381238833
001328925055648247;0013;2892;5055648247;5;T389;5950973455368662
001328925094337572;0013;2892;5094337572;4;T350;5975952895351135
001329155076627420;0013;2915;5076627420;5;T3195;4938088517279224
001329155094708187;0013;2915;5094708187;5;T3185;5326945534571536
001329275015974125;0013;2927;5015974125;5;T3225;4531367126566481
001329275085969055;0013;2927;5085969055;5;T3108;5027022794828795
001329415075517177;0013;2941;5075517177;2;XZ176;5326766742132615
001329415093093500;0013;2941;5093093500;1;XZ1260;4571665259978524
001329455034825939;0013;2945;5034825939;3;XZ1118;5690738449686538
001329455041556281;0013;2945;5041556281;5;T3228;4593359243651255
001329465052355082;0013;2946;5052355082;3;XZ172;5483398148634153
001329465061127528;0013;2946;5061127528;1;XZ160;5198309144785665
001329505076814171;0013;2950;5076814171;2;XZ143;5735212296321276
001329505088562433;0013;2950;5088562433;4;T3261;5036038726741812
001329525050823305;0013;2952;5050823305;3;XZ1164;4702231115425274
001329525056232675;0013;2952;5056232675;3;XZ1110;4494665497327599
001329615095736258;0013;2961;5095736258;2;XZ1226;4401853877283143
001329615098446615;0013;2961;5098446615;6;T3257;5715972393956843
