ENTIDAD;OFICINA2;CONTRATO2;SALDO;FEULIQ;T.E.A
0013;1826;9611620753;293429086;2020/2/4;21
0013;1827;9654744326;91508065;2019/10/12;25
0013;1844;9652762145;289614567;2019/5/8;25
0013;1858;9693568197;236543611;2018/12/10;24
0013;1864;9677749463;284987591;2019/7/23;22
0013;1865;9645494608;72559173;2018/9/8;23
0013;1870;9684596483;89023965;2019/9/3;27
0013;1875;9660527170;85093491;2018/9/8;20
0013;1889;9640060772;330899641;2020/2/24;27
0013;1892;9678284733;338617434;2019/6/27;20
0013;1897;9687705459;316266051;2019/10/23;21
0013;1909;9683865439;340825445;2019/5/8;23
0013;1928;9614025423;214922178;2018/7/12;21
0013;1950;9684942851;120842498;2018/2/10;21
0013;1960;9620307920;62382434;2018/3/29;21
0013;1961;9617405291;255788328;2019/8/17;21
0013;1969;9684772241;166086550;2020/2/21;26
0013;1972;9632318355;317544032;2018/4/13;22
0013;1984;9653904833;61939595;2020/1/29;20
0013;1984;9676750293;302741647;2020/2/25;23
0013;1989;9630075299;267378511;2018/2/3;24
0013;1991;9676335441;186276880;2018/11/9;22
0013;1991;9694989456;210056744;2019/6/29;27
0013;1994;9684554482;300626668;2019/3/4;27
0013;1997;9636403266;277935133;2020/2/20;22
0013;2002;9621400785;123762595;2020/2/18;24
0013;2016;9615205290;102339283;2020/2/17;20
0013;2017;9641485680;239123631;2020/1/13;21
0013;2025;9658569374;143286366;2018/6/14;20
0013;2030;9689849190;226071412;2018/4/1;26
0013;2044;9624182769;158678511;2020/2/5;24
0013;2049;9656036105;108199884;2020/2/13;20
0013;2051;9620942699;323452017;2020/1/19;23
0013;2052;9637535263;269147309;2018/7/5;22
0013;2054;9658242740;219782160;2020/1/10;22
0013;2056;9627703625;180743296;2018/6/12;22
0013;2069;9617868233;67240183;2019/4/7;27
0013;2080;9634058678;217981331;2019/10/21;21
0013;2088;9621771480;24818719;2019/6/25;26
0013;2093;9679539320;118882803;2020/2/4;21
0013;2099;9671928488;346591324;2018/12/12;20
0013;2103;9634063164;329293926;2018/1/5;21
0013;2104;9636111086;264993171;2020/2/13;23
0013;2104;9666426558;240201258;2020/2/10;23
0013;2108;9640001726;164706715;2018/8/17;25
0013;2114;9641513016;193734002;2020/2/26;24
0013;2115;9675817280;314529390;2018/6/17;20
0013;2131;9615549931;29685353;2018/12/27;24
0013;2132;9693894550;238027383;2020/2/26;27
0013;2133;9632005845;203327557;2020/2/17;23
0013;2147;9657309668;50654230;2018/2/1;21
0013;2147;9695812403;230114643;2020/2/29;21
0013;2158;9698276990;122862091;2019/4/11;27
0013;2163;9660506972;177198400;2020/2/14;24
0013;2164;9616678414;284484014;2020/1/13;21
0013;2183;9682756712;159776027;2020/2/1;25
0013;2184;9650693495;159599342;2020/1/17;21
0013;2187;9684425891;242407866;2019/2/20;26
0013;2197;9647547290;110755633;2020/2/21;21
0013;2205;9640665883;154082979;2019/7/21;20
0013;2218;9629484495;251952204;2019/9/2;25
0013;2227;9674586625;165470790;2020/1/17;20
0013;2236;9658433603;113322949;2019/8/20;24
0013;2240;9667134137;245379115;2019/12/25;20
0013;2250;9666871881;213405141;2019/2/10;23
0013;2252;9613795816;191600337;2019/11/29;24
0013;2256;9695652784;181509064;2018/2/4;20
0013;2258;9672064851;66562571;2019/12/26;20
0013;2265;9613479004;51837675;2018/9/20;20
0013;2277;9679503519;178579137;2018/11/23;27
0013;2290;9697474475;121594019;2020/2/15;20
0013;2311;9627579704;134448973;2019/1/19;24
0013;2313;9641046543;192920044;2020/1/21;23
0013;2315;9669947610;124540143;2018/7/4;24
0013;2333;9636915975;335168270;2020/1/8;21
0013;2336;9617999756;95991523;2018/6/30;26
0013;2336;9686985629;285557218;2019/9/24;21
0013;2339;9674511861;28206111;2019/2/22;21
0013;2340;9639594105;148145034;2018/2/21;24
0013;2346;9629571615;68799470;2020/1/17;25
0013;2348;9697583958;261200892;2018/4/26;26
0013;2349;9642645372;40254033;2018/12/2;27
0013;2353;9676433214;27369894;2018/2/14;20
0013;2357;9660211095;243806886;2020/1/30;23
0013;2360;9682586591;132299376;2020/2/29;24
0013;2362;9642608487;122810294;2020/2/12;20
0013;2383;9663141477;55244752;2019/5/5;20
0013;2385;9639590957;222033239;2018/10/29;23
0013;2395;9678560720;121274203;2020/2/28;24
0013;2401;9680862309;314031585;2018/7/7;27
0013;2403;9646387206;176870766;2020/1/16;26
0013;2406;9652558667;260862754;2018/7/29;21
0013;2414;9661744319;208963575;2020/1/4;21
0013;2416;9680065504;23832950;2020/1/4;26
0013;2418;9673540841;109146966;2019/9/21;25
0013;2426;9683610077;159697240;2018/10/4;24
0013;2428;9673732640;193754326;2018/11/28;23
0013;2430;9683975875;25194110;2020/2/28;24
0013;2443;9614531440;130007433;2019/4/1;23
0013;2443;9674748992;230837005;2018/6/7;25
0013;2445;9638902366;176174134;2018/2/21;24
0013;2450;9663384530;285134618;2019/8/1;24
0013;2454;9687959420;254757750;2018/11/26;21
0013;2464;9690251539;179699787;2018/5/13;27
0013;2474;9676423305;177585523;2019/4/8;20
0013;2476;9669128421;213253811;2020/1/28;20
0013;2478;9649502001;179434110;2020/2/25;22
0013;2484;9621899703;186316561;2020/1/23;24
0013;2510;9631411129;102559313;2020/2/19;25
0013;2513;9660784300;214272444;2019/6/21;23
0013;2516;9680251544;240418231;2018/1/6;21
0013;2531;9631790575;39575530;2019/6/25;24
0013;2538;9652871164;133654315;2020/1/4;24
0013;2543;9694512679;319669546;2018/3/16;27
0013;2548;9650872522;228849427;2019/7/9;24
0013;2550;9662762689;105366122;2019/10/15;25
0013;2551;9652891272;297421305;2018/11/12;27
0013;2564;9623214911;107222673;2020/1/28;22
0013;2565;9689543073;292499789;2019/9/2;21
0013;2571;9683673117;22421401;2018/5/30;24
0013;2577;9644038349;80329617;2020/1/26;22
0013;2581;9611773414;176477308;2018/3/22;27
0013;2592;9641170759;303322621;2019/5/17;21
0013;2600;9698510676;276890034;2018/2/23;26
0013;2601;9620571711;347180852;2020/2/30;25
0013;2607;9669964017;109257148;2020/1/30;23
0013;2612;9639225043;52743754;2020/2/17;23
0013;2612;9654172112;237685765;2018/2/5;20
0013;2623;9682683249;57887282;2020/2/14;25
0013;2630;9621842809;185553930;2019/10/7;23
0013;2633;9698130318;340250285;2018/12/1;24
0013;2635;9630199190;144342707;2018/7/15;26
0013;2636;9688956435;199549806;2020/1/6;22
0013;2641;9635105916;254909936;2019/2/8;20
0013;2650;9652589574;300326391;2020/1/5;20
0013;2653;9655330828;233780801;2019/3/21;26
0013;2654;9690601181;29059121;2018/6/19;22
0013;2656;9688007973;246651292;2019/9/18;25
0013;2661;9634532614;172101763;2019/9/25;22
0013;2689;9694487203;334680253;2020/1/25;27
0013;2690;9662397519;331383418;2019/7/12;22
0013;2691;9634373669;73579116;2020/2/18;21
0013;2694;9660836446;51665343;2020/2/20;22
0013;2716;9657445162;77489471;2020/2/12;21
0013;2720;9691868706;216161372;2018/2/8;26
0013;2733;9650437778;103432475;2018/12/15;24
0013;2734;9677944435;287517708;2018/6/16;23
0013;2734;9680031985;279390275;2018/5/8;27
0013;2739;9685428025;271928538;2019/4/6;26
0013;2743;9624329141;150971475;2019/2/19;20
0013;2745;9686814112;338133230;2020/2/20;20
0013;2760;9667500857;150698846;2020/2/8;24
0013;2765;9674553617;129492963;2018/2/19;24
0013;2779;9653804549;159668147;2018/12/3;20
0013;2780;9656066095;70740812;2020/1/19;27
0013;2782;9631721359;40645315;2019/5/21;22
0013;2792;9667717914;179440074;2019/3/29;24
0013;2796;9627666692;220737855;2019/6/1;21
0013;2809;9615070691;184840957;2019/6/1;23
0013;2813;9631987778;204541819;2018/2/5;24
0013;2814;9681302745;43838518;2020/2/22;23
0013;2816;9655092464;161796576;2020/2/2;22
0013;2817;9647872399;23457215;2019/7/4;26
0013;2819;9692336772;55452028;2019/1/13;23
0013;2829;9658769617;107150160;2018/12/19;27
0013;2840;9619336391;154421551;2019/3/20;21
0013;2869;9615176719;258399879;2020/1/26;25
0013;2872;9657416810;251846559;2018/5/2;23
0013;2875;9655687593;116709028;2018/12/24;24
0013;2877;9681124079;278370867;2020/1/14;22
0013;2880;9664934830;297921523;2019/3/3;22
0013;2882;9620943621;175386884;2020/2/28;20
0013;2883;9674124445;178414867;2019/1/17;21
0013;2892;9674609036;103673727;2018/8/8;23
0013;2907;9682497404;297603411;2018/7/4;21
0013;2915;9691986007;345452732;2018/3/7;23
0013;2941;9613103684;34475421;2018/11/2;27
0013;2945;9678527957;343129590;2018/7/16;25
0013;2957;9672691061;228132379;2020/1/25;25
0013;2964;9689671871;97240226;2019/12/10;25
0013;2965;9699693391;31938085;2019/3/24;27
0013;2988;9661861673;166598213;2019/2/25;25
0013;2990;9658818931;133179560;2020/1/2;27
0013;3002;9613978328;309307205;2018/1/15;24
0013;3003;9617896136;75930852;2020/1/18;27
0013;3009;9631181477;310175891;2018/1/29;27
0013;3011;9694408314;293764564;2019/2/16;27
0013;3018;9685563530;74383016;2019/7/17;27
0013;3020;9636209546;121269077;2019/5/15;20
0013;3028;9645356096;284104968;2019/12/12;24
0013;3030;9649874145;323236148;2020/1/18;22
0013;3030;9664040520;40876680;2018/2/16;23
0013;3045;9686337914;172761102;2020/2/19;25
0013;3047;9699478588;216625287;2020/2/6;25
0013;3053;9688024562;32152071;2019/12/2;26
0013;3061;9671605072;167995389;2020/1/7;22
0013;3078;9671705359;308855446;2020/1/9;23
0013;3084;9668174867;283589620;2019/5/26;24
0013;3092;9662581810;267424252;2020/1/7;20
0013;3097;9642702527;95177792;2019/12/19;22
0013;3098;9645809481;288630594;2019/4/15;20
0013;3098;9649957779;24517019;2020/1/19;25
0013;3136;9657548417;211817344;2020/1/27;22
0013;3143;9643669445;51237279;2019/8/3;23
0013;3146;9625910627;55835250;2020/2/6;26
0013;3156;9697462319;222946534;2018/5/27;21
0013;3162;9699436018;46094514;2020/1/22;22
0013;3164;9649602082;117838904;2018/4/24;20
0013;3172;9621631262;83188721;2019/3/6;23
0013;3177;9651535253;102124666;2019/5/12;23
0013;3180;9655326260;257511522;2019/8/6;22
0013;3191;9650159741;287466931;2019/6/22;23
0013;3220;9664573352;112274988;2019/11/29;21
0013;3223;9613659773;259080241;2020/1/26;22
0013;3254;9624216096;100371920;2018/5/10;22
0013;3266;9693335512;347919681;2019/3/29;20
0013;3272;9666094554;322885431;2019/12/11;22
0013;3280;9632624359;70890489;2019/2/24;21
0013;3281;9665627100;241507473;2018/7/23;23
0013;3308;9618107417;309835084;2018/8/8;24
0013;3311;9651520485;86873525;2019/12/21;20
0013;3311;9664804678;43070625;2020/1/25;21
0013;3326;9625068698;94533677;2018/8/1;24
0013;3332;9612040346;110400257;2020/1/25;20
0013;3334;9624934226;323018366;2019/3/2;26
0013;3338;9622864781;94532380;2019/2/24;22
0013;3343;9679754402;153823759;2018/1/1;26
0013;3349;9678242139;111491032;2020/1/22;26
0013;3351;9668592308;168873449;2019/10/30;22
0013;3356;9641745256;221088827;2019/4/20;22
0013;3357;9627487467;165438371;2020/2/5;24
0013;3360;9615823179;264787131;2020/1/3;23
0013;3366;9618663521;99799892;2018/8/28;27
0013;3373;9619722028;303927035;2020/2/1;24
0013;3397;9683478805;211755865;2020/1/24;23
0013;3398;9646605304;249749128;2020/1/24;22
0013;3435;9680461322;89602985;2018/2/12;24
0013;3438;9636362868;325647358;2020/1/11;25
0013;3441;9615111242;313111120;2018/8/1;23
0013;3448;9698004302;193365837;2019/7/6;24
0013;3448;9698106577;127505520;2019/7/14;24
0013;3450;9628825465;24976948;2019/9/1;20
0013;3467;9612251273;86843778;2019/10/29;25
0013;3492;9698252769;27549232;2018/9/22;27
0013;3508;9696698275;246216848;2020/2/23;27
0013;3512;9626778566;66727577;2019/6/23;20
0013;3524;9646206075;334330289;2019/1/23;26
0013;3543;9659257221;77772788;2019/5/4;22
0013;3544;9646357214;84702320;2019/11/6;22
0013;3544;9661178453;232518240;2019/2/29;25
0013;3546;9616773390;130225880;2020/1/20;21
0013;3546;9684271893;248376142;2020/2/27;26
0013;3551;9672746058;313902854;2018/11/5;20
0013;3574;9672193498;254089734;2020/2/24;23
0013;3587;9613173067;27237050;2018/1/12;26
0013;3593;9687437049;222471289;2018/1/2;27
0013;3607;9634346345;160519635;2018/11/2;25
0013;3624;9688711165;75926238;2018/10/26;26
0013;3628;9690537099;255503295;2018/7/30;20
0013;3629;9647363379;173571810;2019/11/15;23
0013;3633;9612009771;220113791;2020/1/28;25
0013;3644;9618410016;294847864;2018/12/6;27
0013;3658;9637673761;319379961;2020/2/19;21
0013;3663;9671981976;121881445;2020/1/16;22
0013;3665;9680428761;226734598;2018/4/28;21
0013;3666;9612113001;187381199;2020/1/21;20
0013;3706;9613833524;233253897;2019/2/10;27
0013;3709;9666141580;132273793;2019/1/24;23
0013;3712;9627721910;340464056;2019/9/28;21
0013;3713;9647963648;98770916;2018/4/16;26
0013;3717;9669190256;208822174;2020/2/7;26
0013;3728;9617205316;277536028;2020/2/29;20
0013;3733;9619469700;162214552;2020/1/15;23
0013;3739;9685305480;180606393;2018/12/22;25
0013;3748;9639465000;270291431;2019/5/7;24
0013;3752;9685835150;181162331;2019/6/7;20
0013;3752;9686197405;169433443;2020/2/2;22
0013;3757;9650458001;332968128;2018/11/18;24
0013;3760;9629115884;159202239;2020/2/15;22
0013;3767;9629569816;189157642;2019/10/16;24
0013;3767;9637734633;316183830;2019/2/27;21
0013;3768;9639951190;201504413;2019/1/15;24
0013;3769;9675683184;118504277;2018/4/15;26
0013;3778;9688401423;289464626;2020/1/16;26
0013;3783;9651217028;251525305;2019/7/4;27
0013;3788;9670929144;349376342;2018/9/16;23
0013;3795;9668929489;340268519;2018/9/18;25
0013;3796;9646839961;199608063;2018/11/4;26
0013;3798;9636014197;218228940;2018/12/23;21
0013;3800;9612315222;298708039;2019/12/22;23
0013;3804;9659599212;150061599;2018/7/6;24
0013;3821;9634120831;132377092;2019/7/27;21
0013;3826;9685109862;251130984;2018/7/15;27
0013;3831;9676881332;65725312;2018/8/5;23
0013;3835;9693095337;144634834;2019/5/9;26
0013;3836;9698970853;84211308;2019/8/11;21
0013;3842;9670547722;122307851;2019/10/20;20
0013;3845;9686066634;115791083;2020/2/11;22
0013;3850;9636728265;102735390;2018/3/26;22
0013;3856;9622338967;314577861;2020/1/16;26
0013;3867;9664426354;241004494;2020/1/18;26
0013;3869;9619545480;107896554;2018/2/25;25
0013;3870;9656363004;215252177;2019/7/13;26
0013;3871;9619334729;22043513;2020/2/17;23
0013;3871;9642383645;159169713;2019/6/26;27
0013;3877;9635139985;222497553;2018/1/21;23
0013;3879;9620520080;127782627;2018/5/24;23
0013;3879;9683845760;290265246;2018/1/2;22
0013;3881;9636221160;348671477;2018/6/18;26
0013;3883;9644514471;45619071;2019/1/28;26
0013;3894;9664369731;106373057;2018/11/23;22
0013;3906;9684923308;197945016;2019/9/1;23
0013;3907;9614813837;319181888;2018/6/23;25
0013;3908;9642338490;260871351;2018/6/23;20
0013;3914;9644733268;126235367;2019/7/16;22
0013;3915;9683115895;131017005;2019/10/4;20
0013;3919;9666800431;216000697;2019/6/4;27
0013;3929;9695283353;165195993;2020/2/13;25
0013;3937;9672161704;181954247;2020/2/7;23
0013;3946;9639714493;217604828;2019/9/20;21
0013;3947;9681777920;106905192;2020/2/20;22
0013;3955;9639095907;268054340;2020/1/30;26
0013;3961;9671412312;285447427;2020/2/5;21
0013;3964;9693768443;64260351;2020/2/10;27
0013;3965;9630299084;88969715;2019/10/20;22
0013;3989;9612082818;161096422;2019/5/9;23
0013;4004;9635936070;52747509;2019/3/13;25
0013;4009;9694444730;126880852;2019/6/14;22
0013;4014;9687672833;62866130;2019/3/11;21
0013;4024;9619184648;188878227;2020/2/21;26
0013;4027;9647756133;84066968;2019/10/25;21
0013;4035;9617335723;59926178;2020/1/19;21
0013;4040;9689739321;51652314;2019/5/7;25
0013;4046;9671674524;85702474;2020/2/14;22
0013;4063;9613151141;29585328;2018/10/12;20
0013;4065;9613967973;51874487;2019/9/7;25
0013;4076;9627528032;263468526;2020/2/24;22
0013;4078;9667787232;234866324;2020/2/14;22
0013;4080;9665124004;49558306;2019/1/29;23
0013;4110;9652622237;220762041;2020/1/29;27
0013;4112;9684479984;226360147;2018/4/23;20
0013;4117;9693811061;126176553;2018/4/23;27
0013;4144;9618307179;255447252;2018/1/23;27
0013;4145;9676363536;107100769;2019/3/14;22
0013;4149;9683308121;125425551;2019/11/28;21
0013;4155;9683836687;105714580;2019/10/28;23
0013;4156;9659987469;88689926;2019/4/8;23
0013;4157;9626131826;178830514;2020/2/6;22
0013;4166;9645714925;218447086;2020/2/24;27
0013;4169;9692679231;319975807;2018/5/11;20
0013;4172;9621148246;233949010;2019/11/8;22
0013;4172;9683302461;71827183;2018/6/4;24
0013;4188;9632625487;99579243;2018/1/20;20
0013;4199;9611805150;241645761;2019/12/16;27
0013;4208;9624778378;53238087;2019/8/26;25
0013;4214;9684035208;63519990;2018/1/29;21
0013;4216;9675321278;147225009;2020/1/18;24
0013;4237;9659977707;210742011;2020/2/23;22
0013;4245;9698705909;233094552;2020/1/9;20
0013;4252;9624716916;65464341;2020/1/24;22
0013;4265;9649952003;254777510;2020/1/15;27
0013;4267;9639342658;168377205;2018/6/5;25
0013;4294;9627922018;221832878;2020/2/13;25
0013;4295;9644261469;119585565;2018/4/30;25
0013;4296;9688265645;76991257;2020/1/27;20
0013;4303;9654182822;300191207;2019/4/13;25
0013;4310;9643519740;230440174;2018/12/1;23
0013;4314;9622679394;30620030;2019/3/18;20
0013;4325;9699572578;153365360;2020/1/2;27
0013;4327;9622906651;112983174;2020/1/2;23
0013;4341;9658284041;132915819;2020/2/4;25
0013;4342;9679767407;244021545;2018/3/13;21
0013;4348;9694444678;244857400;2019/10/24;24
0013;4359;9699924776;308407177;2020/2/24;21
0013;4361;9674606433;150748574;2018/4/27;24
0013;4364;9646655791;61471777;2020/1/13;25
0013;4372;9684317795;35917346;2018/10/27;26
0013;4374;9622642740;118576352;2019/7/1;25
0013;4377;9678334814;140325663;2020/2/21;27
0013;4397;9623824706;260977923;2020/2/2;20
0013;4405;9619666337;101064078;2019/8/26;21
0013;4407;9627317275;128691741;2018/6/17;24
0013;4421;9687677479;301763199;2020/1/23;21
0013;4423;9671955666;173509104;2020/2/3;21
0013;4431;9637371434;70589031;2020/1/29;20
0013;4435;9631963013;21074941;2020/2/26;22
0013;4444;9656870932;20318579;2018/6/21;26
0013;4449;9626677914;156862253;2018/4/29;26
0013;4455;9632433292;78360328;2020/2/22;23
0013;4474;9658198743;86899222;2019/5/29;24
0013;4474;9683438314;138801534;2020/2/18;27
0013;4486;9631655540;56677164;2018/3/17;26
0013;4490;9619553150;329747209;2020/2/26;26
0013;4492;9671194921;311104665;2019/10/17;25
0013;4495;9630611163;338511766;2018/12/6;20
0013;4504;9688686367;111156702;2019/5/3;22
0013;4508;9624544974;323377390;2020/1/18;26
0013;4508;9665667958;240302941;2020/2/18;20
0013;4514;9668583465;157083760;2019/4/5;20
0013;4515;9693556157;305019220;2020/2/21;23
0013;4516;9619836768;219933814;2020/2/21;25
0013;4531;9633655040;305727632;2020/1/1;23
0013;4536;9653607511;344021927;2020/1/11;20
0013;4537;9611658980;140430718;2018/11/27;26
0013;4549;9656777430;194645896;2020/1/16;24
0013;4552;9650351387;181578876;2020/2/2;21
0013;4559;9694862036;139820014;2019/9/4;23
0013;4576;9661472492;245245579;2019/8/21;27
0013;4582;9638473237;94789669;2019/5/12;21
0013;4582;9651949694;30643189;2019/3/15;27
0013;4587;9685207400;183760297;2018/5/26;21
0013;4602;9655915805;293285684;2020/1/3;24
0013;4610;9692025545;306305717;2019/11/24;23
0013;4617;9660756129;250578847;2019/2/18;26
0013;4620;9614312346;241342129;2018/5/29;20
0013;4623;9674702580;283147937;2020/2/19;24
0013;4629;9697177396;268159032;2020/1/27;24
0013;4630;9657253736;49903030;2019/9/1;20
0013;4638;9638258490;111563560;2018/2/6;20
0013;4645;9690695775;129766450;2019/9/20;26
0013;4648;9651292378;121518572;2018/6/20;23
0013;4651;9675878275;231651410;2019/4/19;24
0013;4662;9642170036;265750558;2018/11/14;21
0013;4675;9647694207;334479035;2020/1/4;21
0013;4675;9670484281;323161366;2018/6/27;26
0013;4676;9698285374;164395719;2019/5/5;24
0013;4687;9661356463;342148068;2020/1/18;24
0013;4694;9658282460;294682863;2019/2/30;22
0013;4697;9626763909;66586502;2018/5/12;24
0013;4716;9686608327;177058611;2020/1/21;27
0013;4723;9658030413;169711594;2019/11/15;26
0013;4724;9669396095;282208311;2019/5/10;20
0013;4725;9686084938;269698602;2020/1/20;22
0013;4727;9630862426;261898245;2020/2/17;20
0013;4736;9694131993;260478959;2018/1/23;25
0013;4744;9651718802;231697897;2018/7/10;25
0013;4746;9629715972;77277046;2019/7/21;24
0013;4751;9698885426;108080800;2020/2/16;26
0013;4763;9621449255;265884046;2019/9/14;26
0013;4763;9686037311;105828998;2019/7/14;25
0013;4771;9620718173;21574555;2019/12/12;23
0013;4779;9663206186;245161785;2020/2/20;27
0013;4781;9626953113;106840890;2020/2/18;24
0013;4796;9611864148;311885142;2020/2/8;26
0013;4800;9657529095;216245408;2020/2/13;27
0013;4812;9613669814;37322606;2019/6/23;23
0013;4817;9653481136;27152988;2020/1/30;20
0013;4820;9642712722;227552975;2019/3/7;24
0013;4821;9649051483;42329000;2018/3/18;24
0013;4846;9626374500;205119051;2018/6/30;25
0013;4849;9658952749;245944995;2020/2/30;27
0013;4850;9685568282;267624548;2019/11/8;27
