ENTIDAD;OFICINA;PRODUCTO;CONTRATO;Portafolio;OFICINA2;CONTRATO2;SALDO;FEULIQ;T.E.A
0013;4972;50;73694996;P3023;2604;9667369314;94873257;2018/10/24;25
0013;1610;50;12554070;P1495;3116;9623448582;267323040;2020/2/18;25
0013;2694;50;88431729;P2349;7638;9695529804;51665343;2020/2/20;22
0013;5235;50;28723421;P2559;5565;9661495940;349965635;2020/2/7;24
0013;7628;50;75127225;P1664;5899;9627481231;157925278;2019/1/4;27
0013;4817;50;28357216;P2196;4268;9612757906;27152988;2020/1/30;20
0013;6917;50;64027316;P3464;2322;9674142823;192070822;2019/8/24;24
0013;6263;50;66502390;P4120;6297;9681300979;294091656;2019/5/12;21
0013;3795;50;62014390;P2135;4765;9646464592;340268519;2018/9/18;25
0013;5670;50;35593541;P5451;3162;9653618890;212075594;2019/8/23;24
0013;7026;50;63810660;P4721;2749;9699333267;214573539;2019/9/8;23
0013;6012;50;42461582;P5403;5987;9684034088;271954874;2018/6/17;22
0013;7448;50;27140077;P3606;5526;9660231860;288948439;2018/12/2;22
0013;5941;50;93924865;P4920;5163;9671735642;201545588;2020/1/10;25
0013;2052;50;54061024;P5373;2699;9627917102;269147309;2018/7/5;22
0013;2551;50;82482868;P4829;4028;9666262204;297421305;2018/11/12;27
0013;5271;50;67775208;P1518;6702;9666432799;69335112;2019/5/24;22
0013;5462;50;93914252;P4698;5691;9659238924;260846780;2018/3/6;25
0013;7171;50;17229589;P1592;6918;9680194388;340582824;2018/4/24;26
0013;6806;50;77776143;P4272;7389;9615322412;181514286;2018/8/1;24
0013;1256;50;61107749;P1822;5642;9660479251;26292640;2020/1/19;25
0013;4172;50;90720387;P4998;5432;9634450635;71827183;2018/6/4;24
0013;5573;50;28689151;P4233;2259;9628488845;49383985;2019/6/30;23
0013;7406;50;43347893;P2207;7169;9665891366;283502574;2019/11/12;25
0013;4166;50;98834933;P2591;5065;9688585042;218447086;2020/2/24;27
0013;2385;50;29508197;P2265;5808;9682792939;222033239;2018/10/29;23
0013;4537;50;22689755;P4954;4961;9621617797;140430718;2018/11/27;26
0013;6296;50;59839596;P4343;6296;9695328338;184624762;2018/11/4;27
0013;2765;50;46357465;P3244;5302;9661011371;129492963;2018/2/19;24
0013;4431;50;40829311;P1186;6910;9611409757;70589031;2020/1/29;20
0013;4675;50;13268521;P2837;6518;9630534551;323161366;2018/6/27;26
0013;7727;50;44596112;P1525;3102;9631761157;166447119;2020/2/3;22
0013;5838;50;80238885;P1687;4436;9650504691;134853226;2020/2/2;21
0013;6836;50;66564173;P4277;6087;9679941516;25694865;2020/1/10;22
0013;2883;50;15425458;P4226;2923;9692933219;178414867;2019/1/17;21
0013;2401;50;75130000;P3581;7238;9626789410;314031585;2018/7/7;27
0013;1766;50;92391470;P3674;5087;9682548045;225127137;2020/2/12;27
0013;2612;50;70595471;P1723;2809;9667467519;237685765;2018/2/5;20
0013;4515;50;90348562;P4524;5509;9651255113;305019220;2020/2/21;23
0013;4868;50;96879484;P2117;6222;9640066717;321194053;2020/1/17;24
0013;5054;50;97422168;P4311;4625;9655051349;61126576;2018/12/12;22
0013;3543;50;59887767;P1301;5963;9633130977;77772788;2019/5/4;22
0013;4327;50;79442900;P5241;5960;9667212197;112983174;2020/1/2;23
0013;6052;50;39371601;P1536;2328;9631847196;54148912;2020/1/9;26
0013;6968;50;73509057;P4727;4122;9617775423;313564936;2018/5/11;26
0013;1173;50;40421951;P4549;5410;9680192755;135463217;2018/4/22;23
0013;4675;50;42654730;P2903;4823;9674340139;334479035;2020/1/4;21
0013;6019;50;43779663;P2906;3502;9633301883;260057159;2018/9/17;23
0013;3254;50;13047146;P1420;2741;9698123046;100371920;2018/5/10;22
0013;1858;50;34614200;P1389;3695;9612909959;236543611;2018/12/10;24
0013;6299;50;35655807;P4682;6839;9635898074;253965793;2018/4/15;20
0013;5972;50;62573940;P5470;7471;9617369845;324595168;2018/5/25;24
0013;5837;50;53587986;P2373;6991;9669199292;144614957;2020/1/26;27
0013;1969;50;11684382;P1341;5622;9677217367;166086550;2020/2/21;26
0013;1007;50;26483029;P2224;7347;9622407489;274879943;2020/1/20;21
0013;2743;50;74916621;P5102;3754;9635046259;150971475;2019/2/19;20
0013;6944;50;48871669;P1400;7415;9688496215;306905761;2019/3/13;22
0013;3146;50;33799802;P2799;3209;9645875278;55835250;2020/2/6;26
0013;3919;50;40620456;P3061;7596;9620345215;216000697;2019/6/4;27
0013;7492;50;78648421;P1664;4907;9695543314;213158851;2018/3/23;20
0013;5559;50;83108220;P5163;5636;9639355632;279349251;2019/4/11;21
0013;3098;50;61995712;P4639;4035;9666418653;288630594;2019/4/15;20
0013;1522;50;54166206;P5192;7684;9688970198;265408261;2020/1/30;22
0013;2809;50;39543663;P3197;2332;9673092807;184840957;2019/6/1;23
0013;3311;50;67224118;P2695;5887;9672308684;43070625;2020/1/25;21
0013;1268;50;91829216;P3968;2829;9642390274;234831536;2019/3/1;22
0013;2543;50;71591855;P3412;3578;9641173534;319669546;2018/3/16;27
0013;7598;50;94707202;P5227;3587;9640640687;180430597;2020/1/3;20
0013;4846;50;23860064;P3489;2863;9615454958;205119051;2018/6/30;25
0013;7083;50;66753815;P1379;2732;9695653156;333606322;2019/2/11;20
0013;2478;50;20297199;P2427;4414;9629963207;179434110;2020/2/25;22
0013;4582;50;13531188;P1844;7701;9630526695;30643189;2019/3/15;27
0013;4449;50;64830623;P2242;7557;9618206947;156862253;2018/4/29;26
0013;3856;50;17243808;P4167;4866;9648073670;314577861;2020/1/16;26
0013;5165;50;66144285;P2675;7558;9683223954;45511383;2020/2/13;26
0013;3821;50;98121089;P2568;6303;9670009104;132377092;2019/7/27;21
0013;4421;50;80727255;P3561;7639;9695697196;301763199;2020/1/23;21
0013;6522;50;47232869;P5247;2385;9683824044;179948400;2020/2/1;22
0013;1035;50;54146518;P5026;7656;9698861194;156641099;2019/2/20;21
0013;5835;50;50017709;P5007;6510;9681504834;87118706;2020/2/5;25
0013;3351;50;49142888;P4129;2310;9692463231;168873449;2019/10/30;22
0013;3633;50;90778848;P4010;7622;9634560194;220113791;2020/1/28;25
0013;1556;50;43708627;P2601;7517;9639319913;99153117;2019/2/29;21
0013;4851;50;48152985;P4556;2926;9663942193;20014155;2019/2/27;24
0013;3508;50;52604682;P2362;5084;9638530053;246216848;2020/2/23;27
0013;6255;50;44789609;P1143;7460;9661236166;67810874;2018/4/21;25
0013;1570;50;25687270;P2236;2275;9652607214;286131265;2019/7/30;24
0013;3366;50;86383639;P1482;6041;9697325018;99799892;2018/8/28;27
0013;2416;50;14979692;P4987;2320;9622784201;23832950;2020/1/4;26
0013;2445;50;46171992;P3874;3761;9628867436;176174134;2018/2/21;24
0013;7591;50;43807403;P2266;4298;9693282603;219129776;2018/10/10;22
0013;7074;50;68202194;P3593;5110;9688104467;161521888;2019/3/28;23
0013;2941;50;75517177;P4941;4897;9687942151;34475421;2018/11/2;27
0013;7352;50;54952585;P5092;6852;9636193730;236824858;2018/1/23;27
0013;7297;50;91446001;P5532;5436;9620476601;121018074;2018/2/8;23
0013;4991;50;55506453;P1286;4894;9629509223;170953056;2020/1/22;26
0013;4157;50;64001292;P5433;7028;9641794277;178830514;2020/2/6;22
0013;4648;50;63896969;P4952;5274;9615319627;121518572;2018/6/20;23
0013;7446;50;43849857;P4651;6059;9656477434;89931423;2020/2/28;25
0013;2636;50;51174409;P5480;4033;9695184640;199549806;2020/1/6;22
0013;4397;50;26368261;P2844;7275;9638764690;260977923;2020/2/2;20
0013;5065;50;39851845;P1282;6283;9642463482;335083487;2018/1/20;20
0013;6214;50;93904304;P4085;5607;9636067769;186336857;2019/1/8;21
0013;3438;50;94627125;P3302;2235;9639860875;325647358;2020/1/11;25
0013;4941;50;96196378;P2113;6404;9635591895;268194112;2019/12/21;26
0013;4361;50;85057177;P3893;3041;9626087610;150748574;2018/4/27;24
0013;7407;50;97635874;P4181;3887;9638449512;346897516;2018/12/7;25
0013;4919;50;48772335;P5073;5016;9617640090;273812736;2019/10/17;23
0013;5978;50;88341475;P1901;7531;9697234119;244695685;2020/2/15;27
0013;1190;50;38301065;P1651;4110;9617562204;253126782;2020/2/16;24
0013;5821;50;89598892;P1646;3222;9635839550;286557953;2019/5/25;22
0013;6324;50;27606173;P1394;5837;9660595626;314602335;2019/2/18;20
0013;7096;50;72465402;P4046;2236;9629349596;39107854;2019/4/10;25
0013;4602;50;50391027;P2741;2994;9636529642;293285684;2020/1/3;24
0013;3492;50;46585646;P4364;4344;9653100192;27549232;2018/9/22;27
0013;7016;50;99661988;P5536;2253;9694900602;104524983;2020/1/22;23
0013;7652;50;36657854;P3723;2970;9636823551;228605838;2020/2/21;26
0013;4687;50;95130079;P4012;3938;9666996990;342148068;2020/1/18;24
0013;3030;50;23549652;P3905;5765;9641098890;40876680;2018/2/16;23
0013;5177;50;52119244;P1370;5833;9696114529;244426505;2019/12/11;23
0013;3757;50;75337565;P3170;2817;9691029534;332968128;2018/11/18;24
0013;7568;50;86286595;P4840;7175;9643632609;204716499;2019/11/9;26
0013;5713;50;20209971;P5474;7025;9671221479;287106604;2020/1/25;21
0013;6780;50;35151135;P1816;4217;9667712616;55040438;2020/1/20;22
0013;4508;50;65039833;P2689;6596;9636633066;323377390;2020/1/18;26
0013;7136;50;53083101;P1777;3405;9648416902;24131180;2018/10/14;20
0013;7576;50;47320848;P2656;5782;9614193751;73008935;2018/5/4;24
0013;1058;50;61547091;P4616;4346;9664314787;186187743;2020/2/25;20
0013;4694;50;38161493;P4829;3565;9646923285;294682863;2019/2/30;22
0013;3796;50;41126930;P4977;7733;9664222376;199608063;2018/11/4;26
0013;5011;50;80220612;P1567;4072;9692365666;24641407;2020/2/16;23
0013;4516;50;90162336;P1844;3432;9653724590;219933814;2020/2/21;25
0013;3360;50;71018782;P3842;7153;9653744575;264787131;2020/1/3;23
0013;7532;50;53047879;P3933;7166;9615334712;262363468;2020/2/3;21
0013;1410;50;78337194;P4000;4642;9656351204;243970974;2018/12/8;22
0013;3800;50;35853851;P3183;3290;9683474151;298708039;2019/12/22;23
0013;6233;50;27527568;P3285;3954;9611234061;90184450;2020/1/25;26
0013;7762;50;59738913;P3856;5740;9644558890;189126154;2018/7/15;20
0013;6947;50;92207464;P5080;3535;9635937540;276730000;2018/12/16;23
0013;3078;50;39903472;P2520;2241;9698889081;308855446;2020/1/9;23
0013;6347;50;36781849;P3833;6733;9617800197;166052770;2018/10/29;25
0013;4117;50;59548515;P2424;4335;9644564341;126176553;2018/4/23;27
0013;5694;50;74300629;P4424;3896;9682388918;209711732;2018/3/8;26
0013;2592;50;33329437;P2577;5368;9689420394;303322621;2019/5/17;21
0013;1603;50;51650574;P3855;4236;9688880891;195742643;2020/1/13;22
0013;6508;50;16909140;P3432;6533;9684080623;221195092;2020/2/19;22
0013;2236;50;37539853;P1326;4174;9673373656;113322949;2019/8/20;24
0013;1009;50;94748011;P3776;3683;9688357699;86912816;2020/2/10;25
0013;7279;50;88571226;P4339;4294;9657022254;126344944;2018/12/22;20
0013;1892;50;62030959;P2550;5536;9664871768;338617434;2019/6/27;20
0013;4314;50;93065358;P3226;3077;9695718946;30620030;2019/3/18;20
0013;7429;50;17939531;P1853;2453;9675526340;28848010;2019/6/25;21
0013;2882;50;21308409;P1141;7536;9699785063;175386884;2020/2/28;20
0013;7000;50;53365509;P3276;3560;9655484131;82058813;2020/2/20;24
0013;6347;50;83938766;P1494;7774;9691958986;68247040;2018/5/16;22
0013;4582;50;23131356;P3783;5428;9677736571;94789669;2019/5/12;21
0013;2131;50;54412086;P2399;4522;9681291343;29685353;2018/12/27;24
0013;2510;50;15124451;P3489;5729;9660284978;102559313;2020/2/19;25
0013;6671;50;42018971;P4240;2528;9628011455;71409422;2020/1/3;25
0013;2817;50;59173743;P3124;6311;9611247798;23457215;2019/7/4;26
0013;6887;50;78156463;P1350;3284;9629392457;161169499;2020/2/13;22
0013;1782;50;13900715;P1680;2924;9670906732;67719322;2019/12/14;27
0013;2430;50;25160278;P1121;2989;9664618723;25194110;2020/2/28;24
0013;2265;50;41302526;P2408;4061;9684280409;51837675;2018/9/20;20
0013;7187;50;13616517;P3281;5209;9629360541;166018149;2018/8/7;27
0013;2792;50;90404076;P2023;6385;9626155120;179440074;2019/3/29;24
0013;1290;50;27641755;P2228;4162;9687370545;283092073;2020/1/15;23
0013;2227;50;33721802;P3037;3551;9641416939;165470790;2020/1/17;20
0013;4723;50;49424026;P5523;5083;9699912118;169711594;2019/11/15;26
0013;2550;50;16339359;P5028;7138;9614473619;105366122;2019/10/15;25
0013;6358;50;92906886;P5347;2342;9633700883;57048990;2020/2/16;27
0013;1870;50;38408187;P5542;5344;9621518745;89023965;2019/9/3;27
0013;1721;50;52637120;P1452;2566;9659307688;161849767;2019/9/11;20
0013;3767;50;97410929;P1981;6912;9682816072;189157642;2019/10/16;24
0013;3879;50;64777058;P5367;5814;9677578432;127782627;2018/5/24;23
0013;2406;50;80086019;P4474;3109;9667032640;260862754;2018/7/29;21
0013;3783;50;93289119;P3887;4559;9627008070;251525305;2019/7/4;27
0013;4267;50;71605628;P4535;2937;9692323242;168377205;2018/6/5;25
0013;3879;50;33185474;P4402;6672;9661286997;290265246;2018/1/2;22
0013;1628;50;47763962;P2072;5028;9663454432;195489901;2020/1/30;25
0013;2044;50;25099060;P3889;3294;9672035331;158678511;2020/2/5;24
0013;3546;50;79845379;P4537;4131;9646813881;248376142;2020/2/27;26
0013;3512;50;16806735;P3891;4340;9697596811;66727577;2019/6/23;20
0013;6856;50;48769210;P5060;4576;9681356945;272025291;2020/1/25;23
0013;2877;50;15005037;P2795;4844;9628631689;278370867;2020/1/14;22
0013;7652;50;67831448;P4437;7125;9690496651;25531714;2020/1/19;24
0013;5095;50;16872740;P3141;4481;9669587907;153541335;2020/1/3;23
0013;1875;50;39404521;P3599;5407;9690821317;85093491;2018/9/8;20
0013;3162;50;95870611;P4519;4828;9692436742;46094514;2020/1/22;22
0013;2745;50;31711483;P2638;4318;9690968689;338133230;2020/2/20;20
0013;6874;50;28831569;P4329;6619;9625459839;299753932;2019/5/14;23
0013;6430;50;75744010;P5193;3727;9655654850;89296140;2019/1/16;20
0013;6896;50;94110274;P3090;3876;9619916894;130260938;2020/1/29;20
0013;2454;50;87635843;P2987;3276;9628741761;254757750;2018/11/26;21
0013;4216;50;79981398;P3223;6109;9687935386;147225009;2020/1/18;24
0013;3009;50;48598897;P4243;2704;9659569716;310175891;2018/1/29;27
0013;2813;50;77996894;P2859;2884;9682428485;204541819;2018/2/5;24
0013;6228;50;16600745;P4824;3337;9620645014;254267047;2019/11/22;25
0013;4744;50;11146817;P2134;7318;9698103910;231697897;2018/7/10;25
0013;6130;50;51263392;P1862;4037;9689067478;348951358;2018/5/19;20
0013;7195;50;77759568;P1513;5453;9699722467;162604357;2019/2/13;21
0013;6153;50;96679490;P1916;6795;9663793690;103012116;2020/2/17;23
0013;2277;50;62104361;P5544;5406;9684493192;178579137;2018/11/23;27
0013;4697;50;24325143;P4151;4396;9638738205;66586502;2018/5/12;24
0013;1382;50;32837978;P2587;7243;9661561650;119179157;2019/12/5;21
0013;3752;50;79971978;P5420;3892;9618762290;169433443;2020/2/2;22
0013;7504;50;84696864;P2633;5981;9691048161;166971222;2019/12/10;24
0013;1396;50;68588655;P2576;6554;9650070936;62417689;2019/2/14;22
0013;1505;50;78790694;P3273;4578;9615761224;164362342;2018/5/15;25
0013;6197;50;62502413;P5488;4977;9642616589;285819535;2018/4/17;25
0013;1343;50;90309957;P3199;4264;9642695667;34872394;2018/4/6;20
0013;5620;50;42883744;P4732;4272;9657158496;241717192;2019/8/15;23
0013;2080;50;57125601;P3891;2943;9656365357;217981331;2019/10/21;21
0013;6286;50;89759584;P3179;5347;9695266742;38822492;2019/3/21;23
0013;4172;50;23222378;P1177;6185;9680244872;233949010;2019/11/8;22
0013;4027;50;97407592;P3353;3480;9659339116;84066968;2019/10/25;21
0013;5372;50;90564045;P4013;4006;9646226367;235690041;2020/1/19;22
0013;4943;50;98591863;P2688;6944;9637126311;75806499;2019/1/8;27
0013;3326;50;14338035;P2119;7495;9675803410;94533677;2018/8/1;24
0013;1002;50;31523333;P4270;7049;9692823188;262053153;2018/4/13;22
0013;3397;50;19510715;P2643;7306;9613444333;211755865;2020/1/24;23
0013;2103;50;23508267;P1756;7077;9659235785;329293926;2018/1/5;21
0013;2880;50;96710079;P1807;7657;9684081470;297921523;2019/3/3;22
0013;1177;50;26713144;P4272;7433;9640784150;56436048;2018/2/13;22
0013;5140;50;61083408;P5117;4943;9692787580;224836927;2019/6/26;25
0013;2720;50;40489455;P3647;6334;9699769356;216161372;2018/2/8;26
0013;6178;50;33550139;P1478;5417;9635420981;54499170;2019/9/28;22
0013;2357;50;65119427;P3823;3164;9666557144;243806886;2020/1/30;23
0013;2531;50;96200012;P1273;5405;9612130089;39575530;2019/6/25;24
0013;4880;50;19397376;P4667;2544;9629436494;127652393;2018/2/20;25
0013;4492;50;44851860;P4079;3277;9637365983;311104665;2019/10/17;25
0013;2025;50;65265523;P1340;4530;9695840765;143286366;2018/6/14;20
0013;4724;50;98134160;P5398;7038;9651568694;282208311;2019/5/10;20
0013;2016;50;50326125;P3314;4498;9645612582;102339283;2020/2/17;20
0013;2088;50;69450081;P4512;3024;9657969592;24818719;2019/6/25;26
0013;6577;50;13538861;P2030;6664;9615207988;299738913;2019/6/8;25
0013;4957;50;70675285;P2193;4091;9685415156;60744529;2018/10/3;26
0013;3223;50;46123208;P5287;7575;9685696273;259080241;2020/1/26;22
0013;1827;50;69150614;P5040;5701;9699253876;91508065;2019/10/12;25
0013;6830;50;43572527;P4113;3626;9678535268;206496538;2019/4/8;27
0013;3871;50;52486846;P3647;2702;9666392026;159169713;2019/6/26;27
0013;5126;50;19359853;P2890;5841;9637819398;20102960;2018/8/22;21
0013;2069;50;33430733;P2894;5069;9637546163;67240183;2019/4/7;27
0013;1192;50;28991126;P1642;3893;9623988428;279280430;2018/2/21;27
0013;2641;50;22836129;P3681;2957;9621292254;254909936;2019/2/8;20
0013;2988;50;86597581;P2420;5103;9680125517;166598213;2019/2/25;25
0013;4377;50;53223681;P1835;7500;9690070375;140325663;2020/2/21;27
0013;2104;50;21798980;P1522;6596;9663519700;240201258;2020/2/10;23
0013;5338;50;91420703;P1671;2368;9614127062;250180890;2018/4/10;22
0013;7113;50;11539764;P1190;6987;9666085429;185811946;2020/1/14;20
0013;7587;50;89263547;P5253;5924;9680795494;318922902;2020/1/25;21
0013;5424;50;96587845;P2681;3979;9620249525;222970253;2020/1/11;21
0013;7586;50;42737912;P1793;7267;9677345256;31985442;2019/9/13;24
0013;1290;50;38832729;P3488;4327;9647468362;160123727;2019/3/2;26
0013;1132;50;73854207;P3905;3255;9633259185;91827719;2020/2/30;20
0013;3172;50;98018640;P5168;4233;9619566941;83188721;2019/3/6;23
0013;7740;50;97621683;P4954;4494;9680298843;31387836;2018/10/2;24
0013;3311;50;79840465;P2636;4687;9665144854;86873525;2019/12/21;20
0013;5387;50;21168086;P1993;6149;9665604528;169876389;2019/3/17;23
0013;4630;50;25872445;P4835;4567;9640741205;49903030;2019/9/1;20
0013;5732;50;52555598;P2794;5153;9618470981;200512624;2019/1/13;20
0013;1434;50;46680963;P5374;7303;9683272842;178345054;2019/11/25;24
0013;1773;50;85237861;P1471;3018;9657254731;118289812;2019/9/24;23
0013;6074;50;22884617;P1845;3599;9652339881;306693453;2019/9/1;23
0013;2290;50;73307024;P2236;4495;9668908218;121594019;2020/2/15;20
0013;7069;50;60452608;P3459;2887;9668368800;253841294;2019/10/12;20
0013;6770;50;11978109;P3195;6825;9647110823;97895941;2020/1/25;23
0013;6907;50;86896204;P2294;6050;9634004045;34267721;2019/3/18;20
0013;3020;50;65734618;P1280;4674;9627104929;121269077;2019/5/15;20
0013;7654;50;76662154;P3876;4251;9656772714;244821095;2018/9/13;24
0013;7242;50;99308183;P1111;2643;9629833295;319928708;2020/2/3;21
0013;1151;50;60870194;P2234;3155;9656500541;110017212;2019/1/9;26
0013;4252;50;92598244;P3235;7021;9629184307;65464341;2020/1/24;22
0013;6477;50;83033859;P1404;3994;9657295155;289485963;2019/11/30;23
0013;5793;50;55146181;P1464;7581;9648039972;261436370;2018/5/11;22
0013;4771;50;83431370;P4338;5974;9629304040;21574555;2019/12/12;23
0013;1928;50;16591215;P2912;3453;9693357331;214922178;2018/7/12;21
0013;4947;50;78351815;P4349;6874;9681090150;227777923;2020/2/28;26
0013;1991;50;87480366;P4721;6325;9658082374;186276880;2018/11/9;22
0013;5233;50;60100760;P2982;2838;9639763930;167404131;2019/6/13;27
0013;1526;50;74654259;P1164;7617;9694141929;276258403;2018/2/9;26
0013;1550;50;80592337;P2555;5222;9654889679;52778284;2019/5/23;24
0013;1333;50;72546272;P1506;3030;9663271160;105788821;2019/6/7;26
0013;3883;50;83081844;P1225;3000;9628331782;45619071;2019/1/28;26
0013;4486;50;94458379;P4011;3860;9620288983;56677164;2018/3/17;26
0013;3061;50;95933253;P1539;3289;9660481768;167995389;2020/1/7;22
0013;4237;50;30408227;P4483;6823;9632408527;210742011;2020/2/23;22
0013;4996;50;51374567;P1604;5508;9633905829;150806228;2020/1/28;23
0013;5778;50;31994508;P4161;2495;9642245675;148047551;2018/1/4;24
0013;5753;50;43480038;P2981;5486;9634051510;21851760;2019/4/16;27
0013;3308;50;62420888;P3023;6556;9674324116;309835084;2018/8/8;24
0013;2474;50;18999419;P2578;3070;9673388175;177585523;2019/4/8;20
0013;4294;50;18417532;P3341;5800;9675041008;221832878;2020/2/13;25
0013;3728;50;52233093;P4301;6039;9636996743;277536028;2020/2/29;20
0013;4455;50;65708476;P2055;5056;9661496052;78360328;2020/2/22;23
0013;4617;50;30179914;P3269;4571;9637800910;250578847;2019/2/18;26
